iter	MultiClass
168	1.062161483
169	1.059533999
170	1.057267447
171	1.054505281
172	1.053525239
173	1.049780455
174	1.046081799
175	1.043821568
176	1.040250319
177	1.037505608
178	1.036632972
179	1.03399384
180	1.030163405
181	1.027733424
182	1.024848186
183	1.02388141
184	1.020392509
185	1.017454721
186	1.015034382
187	1.013368352
188	1.010479472
189	1.008100703
190	1.006065241
191	1.004198655
192	1.001619294
193	1.000200446
194	0.9983795316
195	0.9947804245
196	0.9923259814
197	0.9908348084
198	0.9880568357
199	0.9857760554
200	0.9817596648
201	0.9799925082
202	0.9783171289
203	0.9759302753
204	0.9741180579
205	0.9702255305
206	0.9690553907
207	0.9666160511
208	0.963229808
209	0.9603504924
210	0.9588065536
211	0.9576199826
212	0.9559664306
213	0.953954648
214	0.95235697
215	0.9500083008
216	0.9497009638
217	0.9475176093
218	0.9444675945
219	0.9424496697
220	0.940564297
221	0.9386222848
222	0.9362880142
223	0.9350177985
224	0.9328999168
225	0.9317575713
226	0.9299337048
227	0.9281072178
228	0.9269469165
229	0.9240145114
230	0.9211072133
231	0.919092038
232	0.9153396738
233	0.9137187359
234	0.9118560426
235	0.9097769881
236	0.9080257888
237	0.9070063906
238	0.9051580011
239	0.9031782425
240	0.9016854485
241	0.8997540654
242	0.8986360743
243	0.8971034118
244	0.8959759529
245	0.8932988578
246	0.889774188
247	0.8880773374
248	0.8868900288
249	0.885023051
250	0.8829971026
251	0.8809667579
252	0.8794777272
253	0.8789134122
254	0.8776434363
255	0.876280532
256	0.8745303812
257	0.8737642778
258	0.8714656754
259	0.8702539951
260	0.8687207137
261	0.867137724
262	0.8648764709
263	0.8634273147
264	0.8613930037
265	0.8598016111
266	0.8583983976
267	0.8559341926
268	0.8534072832
269	0.8508914735
270	0.8472069622
271	0.8460509997
272	0.8441685482
273	0.8430489003
274	0.8416092208
275	0.8390660218
276	0.83697339
277	0.8356403396
278	0.8341725019
279	0.8328050621
280	0.8308665206
281	0.8283025719
282	0.8257253284
283	0.8247375047
284	0.8232666204
285	0.8219803255
286	0.8207613912
287	0.8192201018
288	0.8176624203
289	0.8162531634
290	0.8151023078
291	0.8138540334
292	0.8112242178
293	0.8087481643
294	0.8071247261
295	0.805648769
296	0.8041851674
297	0.8031849035
298	0.8004115694
299	0.7996271695
300	0.7980931871
301	0.7968891009
302	0.7956592036
303	0.7949378119
304	0.7929046359
305	0.7916252994
306	0.790965331
307	0.7891375916
308	0.7874271596
309	0.7858857808
310	0.785068976
311	0.782676547
312	0.7812132581
313	0.7791383487
314	0.7773361727
315	0.7766873176
316	0.7746335652
317	0.7730315351
318	0.7719566508
319	0.771268424
320	0.7704224786
321	0.7692107982
322	0.7673253534
323	0.7653437521
324	0.7641127795
325	0.7624444049
326	0.7610455489
327	0.7599682188
328	0.7591882876
329	0.7562966494
330	0.7539394754
331	0.7530771771
332	0.7506679908
333	0.7491346255
334	0.7458851202
335	0.7452750859
336	0.7424602369
337	0.7417274912
338	0.7407265554
339	0.7391615777
340	0.7387490454
341	0.7370779886
342	0.7350735581
343	0.7332315161
344	0.7315423679
345	0.7303103561
346	0.7288382687
347	0.7280016726
348	0.7257789936
349	0.7246012467
350	0.7237258239
351	0.7216124963
352	0.719630251
353	0.7185196322
354	0.7162194091
355	0.714892452
356	0.7130489285
357	0.7121448109
358	0.7108401458
359	0.7090683368
360	0.7081780258
361	0.7066616146
362	0.7056550385
363	0.7040996018
364	0.703007588
365	0.7015928627
366	0.6990598419
367	0.6974316662
368	0.6954615946
369	0.6947612737
370	0.6946094574
371	0.6930854878
372	0.691369708
373	0.6905791461
374	0.6895156703
375	0.6878550258
376	0.6862958237
377	0.6854372332
378	0.6834809846
379	0.6828699762
380	0.6817056085
381	0.6805118479
382	0.6785484883
383	0.6767258166
384	0.6761373789
385	0.6755783785
386	0.6748504083
387	0.6729529816
388	0.6714763054
389	0.6711976474
390	0.6707540969
391	0.6695176429
392	0.6686709277
393	0.6676051735
394	0.6658031485
395	0.6645338655
396	0.66397447
397	0.6632798101
398	0.6622979173
399	0.661730284
400	0.6604029768
401	0.6594126143
402	0.6583377274
403	0.6569416216
404	0.6552242744
405	0.6532543509
406	0.65236402
407	0.6502979951
408	0.6492082571
409	0.6475701078
410	0.646651355
411	0.6455946132
412	0.6446344997
413	0.6437191173
414	0.643294677
415	0.6426032879
416	0.6407686475
417	0.6396697031
418	0.6392748819
419	0.6381789595
420	0.6367360813
421	0.6344058859
422	0.6329919904
423	0.6322008112
424	0.6307783543
425	0.6297016032
426	0.6276786959
427	0.6260571642
428	0.6248476553
429	0.6238017227
430	0.6229238899
431	0.6209721019
432	0.619632608
433	0.6187248527
434	0.6169061668
435	0.6158290059
436	0.6144855127
437	0.6132843702
438	0.612653273
439	0.6114686953
440	0.6110650775
441	0.6096129337
442	0.607845925
443	0.6066015805
444	0.6052527896
445	0.6039920439
446	0.6029573652
447	0.6025095244
448	0.6017266591
449	0.600242686
450	0.599289016
451	0.5982795826
452	0.5978662799
453	0.5965461593
454	0.5955831937
455	0.5946627435
456	0.5938857141
457	0.5925708416
458	0.5916817285
459	0.5907649605
460	0.5896159635
461	0.5889091329
462	0.588199966
463	0.5867972215
464	0.585131263
465	0.5840814859
466	0.5830875514
467	0.5820053617
468	0.58124073
469	0.5806945662
470	0.5796263569
471	0.5784617301
472	0.5771087075
473	0.5762361374
474	0.5752973535
475	0.5743128798
476	0.5734043701
477	0.5725843787
478	0.5713554759
479	0.5697796448
480	0.5688436552
481	0.5679706327
482	0.5673814577
483	0.5662961287
484	0.5649932588
485	0.5644724524
486	0.5635423635
487	0.5625567255
488	0.5610474281
489	0.559290269
490	0.5579589881
491	0.5568600131
492	0.5557687852
493	0.5551522259
494	0.5545260102
495	0.5539401735
496	0.5532847312
497	0.5525101696
498	0.5510201272
499	0.5502453943
500	0.5487462217
501	0.5474054793
502	0.5464376861
503	0.5453580621
504	0.5451670577
505	0.5443329281
506	0.5439279533
507	0.5429677983
508	0.5422453756
509	0.5418281492
510	0.5405879514
511	0.5392594453
512	0.5377935139
513	0.5373838655
514	0.5359504525
515	0.534375328
516	0.5333122251
517	0.5328468158
518	0.532031627
519	0.5308235642
520	0.5300458
521	0.5287012703
522	0.5279686181
523	0.5269328221
524	0.526222893
525	0.5251275603
526	0.5244132193
527	0.523784235
528	0.5229848252
529	0.5216461331
530	0.5210817275
531	0.5200362877
532	0.519299531
533	0.5185967956
534	0.5174327295
535	0.5167647877
536	0.5158970671
537	0.5151478133
538	0.5147303966
539	0.5136010964
540	0.512955629
541	0.5121090097
542	0.5112189609
543	0.510449584
544	0.5095838681
545	0.5084994607
546	0.5073296734
547	0.5061689354
548	0.5056594206
549	0.5048016968
550	0.503837788
551	0.5025445252
552	0.5022517187
553	0.5008776713
554	0.4997604293
555	0.4989280991
556	0.4978961355
557	0.4971086293
558	0.4963130784
559	0.4956614459
560	0.4941133026
561	0.4927177379
562	0.4917288925
563	0.4910180546
564	0.4903761127
565	0.4895937845
566	0.4884167919
567	0.4877646372
568	0.4865912311
569	0.4859930578
570	0.4856876666
571	0.4848990488
572	0.484145554
573	0.4833850842
574	0.4827365468
575	0.4819045073
576	0.4808427547
577	0.4797555922
578	0.4792844928
579	0.4786180379
580	0.4779597514
581	0.4772493814
582	0.4768005499
583	0.476176949
584	0.47567489
585	0.4751869915
586	0.4743746704
587	0.4739635785
588	0.4728972775
589	0.4721789813
590	0.4709853883
591	0.4701504381
592	0.4692572366
593	0.4683283379
594	0.4669637811
595	0.4660015781
596	0.464459515
597	0.4635732949
598	0.4628176655
599	0.4616535314
600	0.4611829562
601	0.460791446
602	0.460180051
603	0.4592337291
604	0.4588188077
605	0.4581344012
606	0.4574862953
607	0.4563925319
608	0.4557677955
609	0.4542590854
610	0.4532674411
611	0.4525276555
612	0.452134057
613	0.4512180256
614	0.450751103
615	0.4495564262
616	0.4487398535
617	0.4480652762
618	0.4467579454
619	0.4453703807
620	0.4448087053
621	0.4440559504
622	0.4431077649
623	0.4418850599
624	0.4406156666
625	0.4400659084
626	0.4389923318
627	0.4385041802
628	0.4376818904
629	0.4369031121
630	0.4361307738
631	0.4355394082
632	0.4351373251
633	0.4338405604
634	0.4335569365
635	0.433095991
636	0.4324835016
637	0.4318451235
638	0.4309217437
639	0.4300885284
640	0.4291495264
641	0.4285930225
642	0.4279088797
643	0.4276144598
644	0.4269439463
645	0.4264967512
646	0.4260032081
647	0.424875251
648	0.4242585295
649	0.4233626708
650	0.4218366671
651	0.420812469
652	0.420366144
653	0.4197773677
654	0.4190957571
655	0.418612023
656	0.4178819817
657	0.4170552135
658	0.4163482492
659	0.4156288135
660	0.4151797834
661	0.4147485442
662	0.4139395891
663	0.413171373
664	0.4127601941
665	0.4118214118
666	0.4105966082
667	0.4098588238
668	0.4092642236
669	0.4082599366
670	0.4069837806
671	0.4066125053
672	0.4060677859
673	0.4053650343
674	0.4044406152
675	0.4030826287
676	0.4019212725
677	0.4016033255
678	0.4009412399
679	0.4003473471
680	0.3998184236
681	0.3993487981
682	0.3989663553
683	0.3982750042
684	0.3975299778
685	0.3962502337
686	0.3950537108
687	0.3944553111
688	0.3938940044
689	0.392963134
690	0.3925952994
691	0.391860392
692	0.3914034533
693	0.3905918574
694	0.3897638984
695	0.3892340348
696	0.3885961367
697	0.3880609462
698	0.3877323765
699	0.3870212225
700	0.3865838413
701	0.386251566
702	0.385711327
703	0.3851604769
704	0.3843894873
705	0.3839248537
706	0.3835881166
707	0.3826377596
708	0.3819299594
709	0.3814918957
710	0.3805379776
711	0.3794953562
712	0.3793560921
713	0.3789312945
714	0.3782800425
715	0.3775540254
716	0.3768755838
717	0.3760510771
718	0.3757847261
719	0.3754178743
720	0.3746237843
721	0.3742096934
722	0.3733703157
723	0.3727833805
724	0.3713722115
725	0.3710273222
726	0.3700211112
727	0.3696452819
728	0.3691832971
729	0.3686994138
730	0.368256393
731	0.3674287425
732	0.3670815582
733	0.3659416622
734	0.3646964692
735	0.3643365824
736	0.3638195726
737	0.3629719468
738	0.3617919576
739	0.3609658596
740	0.3607658359
741	0.3604846934
742	0.359427148
743	0.3590879433
744	0.3583058698
745	0.3572750999
746	0.3565820788
747	0.3552954739
748	0.3541856361
749	0.3539012916
750	0.353040274
751	0.3525367673
752	0.3516027387
753	0.3509686473
754	0.350679664
755	0.3501040096
756	0.3495486545
757	0.3492496916
758	0.3483813638
759	0.3477969497
760	0.3470819676
761	0.3467505587
762	0.3463710499
763	0.3459994397
764	0.3450360184
765	0.3444349205
766	0.3434389933
767	0.3430193903
768	0.3422472026
769	0.3419408929
770	0.3416493287
771	0.3411809968
772	0.3401685504
773	0.3398733007
774	0.3393333945
775	0.338716986
776	0.3383071957
777	0.3371917454
778	0.3368631759
779	0.3361831843
780	0.3354283554
781	0.334720189
782	0.3334853579
783	0.3327855153
784	0.3323813663
785	0.3321786741
786	0.3316645246
787	0.3307391292
788	0.3298514584
789	0.3291441993
790	0.3282891167
791	0.3275961563
792	0.3270842469
793	0.3262508585
794	0.3253969486
795	0.3247722389
796	0.3242799259
797	0.3234854316
798	0.3229009529
799	0.3223585367
800	0.3220278504
801	0.3216271021
802	0.3210149611
803	0.3204307513
804	0.3200980107
805	0.3197205902
806	0.3191876404
807	0.318892338
808	0.3179873149
809	0.317763516
810	0.3171363434
811	0.316881565
812	0.3164530948
813	0.3160961597
814	0.3157969475
815	0.3155555043
816	0.3149383767
817	0.3145019314
818	0.3140129123
819	0.3134549681
820	0.3131115472
821	0.3121528519
822	0.3115223385
823	0.3110933292
824	0.3105454782
825	0.3100124873
826	0.3092483843
827	0.3090610688
828	0.3084568618
829	0.3074788068
830	0.3070220288
831	0.3066983181
832	0.3063964229
833	0.3059185921
834	0.3052717118
835	0.3048891009
836	0.3041077561
837	0.3035043374
838	0.3026007703
839	0.3018128281
840	0.3012331667
841	0.300921456
842	0.3001898696
843	0.2995444849
844	0.2993649613
845	0.2990124818
846	0.2985564114
847	0.2980522363
848	0.2973163311
849	0.2965309508
850	0.2960365267
851	0.2956113622
852	0.2953271674
853	0.2949007303
854	0.2944906795
855	0.2940027444
856	0.2937222724
857	0.2930579214
858	0.292622013
859	0.2918322825
860	0.2915522442
861	0.2913275149
862	0.2907802661
863	0.2903447189
864	0.2898149999
865	0.2892148821
866	0.2885382718
867	0.2878400922
868	0.28726751
869	0.2867921375
870	0.2861550217
871	0.2854876638
872	0.2853189718
873	0.2847433731
874	0.2840918272
875	0.2838327547
876	0.283540609
877	0.2829970573
878	0.2826639104
879	0.282346906
880	0.2817978089
881	0.2812499985
882	0.2806650066
883	0.2804682227
884	0.28017971
885	0.2798264982
886	0.2795280972
887	0.2790768477
888	0.2783451697
889	0.2779876824
890	0.277401495
891	0.2768134677
892	0.2764628282
893	0.2760891467
894	0.2755207721
895	0.2749908317
896	0.274591407
897	0.2743247167
898	0.2740333303
899	0.2736954731
900	0.2731427633
901	0.2729734971
902	0.272473287
903	0.2720672537
904	0.2717655769
905	0.2710907921
906	0.2708491026
907	0.2705084644
908	0.2701156233
909	0.2697619678
910	0.2693162603
911	0.2690002742
912	0.2688363127
913	0.268569217
914	0.2677050377
915	0.2673758676
916	0.2669667822
917	0.2663489107
918	0.2660448119
919	0.2656806165
920	0.2651840211
921	0.2646829293
922	0.2641575909
923	0.2638358325
924	0.2634719232
925	0.2633743845
926	0.2627371659
927	0.2624330963
928	0.2621347896
929	0.2618413108
930	0.2617007113
931	0.2613756263
932	0.2609722297
933	0.2605930176
934	0.2603430975
935	0.2599043777
936	0.2597294759
937	0.2594703021
938	0.2592080479
939	0.2587462886
940	0.2579656723
941	0.2576735643
942	0.2574004544
943	0.2571419521
944	0.2564863703
945	0.2559591617
946	0.2552962558
947	0.2548701505
948	0.2542409287
949	0.2536928242
950	0.2533749102
951	0.2528327825
952	0.2523091374
953	0.2519592018
954	0.2513259017
955	0.2511897381
956	0.2507139658
957	0.2503543762
958	0.2502145237
959	0.249905211
960	0.2495359755
961	0.2487396989
962	0.248325071
963	0.2480772778
964	0.2477145549
965	0.2473729853
966	0.2471055663
967	0.2467454189
968	0.2465164299
969	0.2458534544
970	0.2456019627
971	0.2452196519
972	0.2449364684
973	0.2445640997
974	0.2442218249
975	0.2438518823
976	0.2436320152
977	0.2432008449
978	0.2429261054
979	0.2427381362
980	0.2419002805
981	0.2414614373
982	0.2409746063
983	0.2405448156
984	0.2402734447
985	0.2399019978
986	0.2396721512
987	0.2391855686
988	0.2387727626
989	0.2385316598
990	0.2381255025
991	0.2375042261
992	0.2370171666
993	0.236744624
994	0.236568414
995	0.2363481379
996	0.2359939963
997	0.2355879976
998	0.235330798
999	0.2349512509
